,text
2082,Mais ações do @govbr ! Via @mdregional_br @rogeriosmarinho https://t.co/42pDY7Nufs
2083,"9- Entrega de viaduto e pista duplicada na BR-101/AL. O @MInfraestrutura entregou, nesta segunda (8), trecho de pista duplicada na BR-101, em AL. Além disso, foi liberado ao tráfego o viaduto que faz a ligação da BR-101 com a rodovia estadual AL-220. https://t.co/bcFz8y32mp"
2084,"8- Engenharia do @exercitooficial trabalhando nas rodovias federais do Brasil, 24 horas por dia, 7 dias na semana. Exemplo na BR 226/RN, no trecho entre Triunfo Potiguar e Campo Grande. Via @GeneralGirao https://t.co/dVYR3PIfkB"
2085,7- Fim de semana de trabalho intenso para as equipes do @DNIToficial no Ceará. Execução de obras da Artes Especiais e terraplanagem na duplicação da BR-222/CE (km 11 ao km 35). Obra essencial para melhorar a segurança e a trafegabilidade no acesso ao Porto do Pecém. https://t.co/hUkp21jGTo
2086,"6- Obras de micro-revestimento na BR -226, em Solonópole, sertão do Ceará. @DNIToficial está cumprindo seu compromisso de melhorar a malha rodoviária do estado e recuperar a condição anterior. Cronograma de obras de manutenção segue em dia por todo o 🇧🇷. https://t.co/Tar6QtgZwY"
2087,5- A @PRFBrasil apresenta apreensão de mais 600kg de cocaína em Sergipe. @JusticaGovBR @AmendoncaMJSP https://t.co/DPQaOcvibS
2088,"4- Os povos indígenas e tradicionais têm recebido atenção especial do @govbr durante a pandemia. O Brasil agora tem o primeiro hospital das Américas para indígenas e R$ 4,7 bilhões serão usados na proteção de mais de 160 mil famílias. Detalhes das ações: @DamaresAlves @secomvc https://t.co/eJpFWm34uE"
2089,"3.3- Os investimentos e a logística organizada têm sido determinantes para o agronegócio ser o único setor da economia nacional a conseguir crescer em meio à pandemia de coronavírus no país, subindo 1,9% no trimestre."
2090,"3.2- Esta semana, a @Mapa_Brasil , @TerezaCrisMS , revelou que mais quatro unidades frigoríficas de aves e uma de suínos foram credenciadas para vender as carnes do Brasil ao Vietnã."
2091,"3.1- Habilitação de mais de 700 estabelecimentos como exportadores de agropecuários. Desde janeiro de 2019, já são 65 novos mercados. https://t.co/PIrk4YEErg"
2092,"2- O @Mapa_Brasil lança, hoje, a XVI Campanha Anual de Promoção do Produto Orgânico. Neste ano,o objetivo é estimular a construção de redes de pequenos produtores estimulando a empregabilidade neste setor. @TerezaCrisMS . https://t.co/IsIl1UHpmc"
2093,"1.4- Enquanto os Centros de Atendimento estão disponíveis a qualquer município mediante credenciamento, os Centros Comunitários de Referência são voltados a comunidades e favelas."
2094,"1.3- Os estabelecimentos também terão que acompanhar casos suspeitos e confirmados, orientar sobre medidas de prevenção e combate ao coronavírus e realizar o encaminhamento de casos graves a outras unidades de saúde."
2095,"1.2- Os recursos financeiros serão repassados aos municípios que criarem Centros Comunitários de Referência e Centros de Atendimento para Enfrentamento à Covid-19, que serão responsáveis por testar a população de risco."
2096,"1.1- Dando continuidade às ações diárias de assistência à população, o @minsaude repassa até R$ 1,2 bilhão para ampliação da rede de vigilância a casos leves da Covid-19 e criação de centros de atendimento em favelas e comunidades do país. https://t.co/Cb4jNBIBMd"
2097,- Essa é a turma que respeita a Democracia e as Instituições. https://t.co/g5MgiemTPZ
2098,"- Ao lado disso forças nada ocultas, apoiadas por parte da mídia, açoitam o Presidente da República das mais variadas formas para deslegitimá-lo ou atrapalhar a governança.

- Com fé em Deus e no povo seguirei meu destino de melhor servir ao meu país."
2099,"- Nosso governo alocou centenas de bilhões de reais não só para combater o vírus, bem como para evitar o desemprego.

- Cada mês pago do auxílio emergencial de R$ 600,00 corresponde a despesa na ordem de R$ 40 bilhões para a União."
2100,"- Lembro à Nação que, por decisão do STF, as ações de combate à pandemia (fechamento do comércio e quarentena, p.ex.) ficaram sob total responsabilidade dos Governadores e dos Prefeitos."
2101,@CarlosBolsonaro ...
2102,"O @govbr , via @ItamaratyGovBr , @mdregional_br e outros se alinham com as grandes potências do mundo para passos pós e durante covid-19. Esta semana em conversas com Chanceleres da Austrália, Coreia do Sul, EUA, Índia, Israel e Emirados Árabes, Japão e Canadá. 🇦🇺🇧🇷🇰🇷🇺🇸🇮🇳🇮🇱🇯🇵🇨🇦 https://t.co/Rc9NgEKCsc"
2103,"25 mil brasileiros foram à 2a Guerra e garantiram a nossa Liberdade e Democracia. Na Itália, para surpresa de outros Exércitos, viram a nossa tropa composta de negros, brancos e mestiços vivendo de forma harmônica e integrada. A COBRA FUMOU e derrotamos o NAZISMO e o FASCISMO. https://t.co/ZyN1eSai5P"
2104,"6- Além das operações da @CGUonline e demais autoridades no combate à possíveis desvios de dinheiro do pagador de impostos, mais um grupo de profissionais do Programa “Brasil Conta Comigo” embarcou para Macapá/AP para reforçar o combate ao covid-19. https://t.co/rQ37h8OKxS"
2105,5- O aeroporto de Jacarepaguá (RJ) está com 3 licitações para concessões de áreas comerciais nos próximos meses. Além da primeira etapa de licitação de obras no Aeroporto Regional de Barreirinhas/MA. Mais detalhes destas e de outras iniciativas; @MInfraestrutura @aviacaodobrasil https://t.co/wBbJbpu26F
2106,"4- As ações de apoio aos caminhoneiros que garantem o abastecimento de alimentos e insumos por todo país continuam. Exemplo do posto de Pesagem de Tanguá/RJ, dando continuidade ao serviço, nesta quinta (04) foram distribuídos kits de higiene e outros. @MInfraestrutura https://t.co/TTlzKQrIlg"
2107,"3- Embarcaram mais profissionais de saúde do Hospital das Forças Armadas em direção ao Amazonas. Além do time enviado anteriormente, hoje, mais médicos, farmacêutica, enfermeira, técnicos de enfermagem e mais 2 ton de materiais de saúde, desde testes rápidos até álcool em gel. https://t.co/lrSdPQ9Hay"
2108,"2- As ações do @MInfraestrutura e @DNIToficial nas rodovias federais avançam, garantindo empregos e recuperação das estradas: BR156/AP, BR364/RO, BR158/SP, BR116RS, BR 262/MS, BR304/RN, BR365, 356 e 452/MG, BR116 e BR122/CE, BR349/BA, BR060/GO, BR493/RJ, BR101/SE e outras. https://t.co/f49zSpTYuH"
2109,1- O @govbr estrutura laboratórios públicos ampliando a testagem e diagnóstico do covid-19 no 🇧🇷 . Assista ao vídeo e obtenha detalhes: @minsaude https://t.co/xMBn9EXKtr
2110,@ernestofaraujo 🤝➡️
2111,https://t.co/HZVyWgZFgK
2112,@infraero @MInfraestrutura 🚁 ✈️ 🇧🇷
2113,@aviacaodobrasil @MInfraestrutura @IATA 🇧🇷
2114,@minsaude @govbr 👍🏻
2115,@govbr @espacial_aeb @mctic 🇧🇷
2116,"L- Hoje (6/6), um KC-390 da FAB decolou de Brasília/DF transportando profissionais de saúde e 1,9 tonelada de equipamentos e insumos para apoio ao combate à COVID19 em São Gabriel da Cachoeira/AM e região. @DefesaGovBr @fab_oficial https://t.co/IyYR8Km4NQ"
2117,"J. Com ajuda das embaixadas e consulados, @ItamaratyGovBr @ernestofaraujo já repatriou 23mil brasileiros;

K. Inaugurado o Hospital de Campanha de Águas Lindas/GO. Você pode conferir e outras ações divulgas anteriormente nas redes sociais do Governo Federal. @minsaude"
2118,I. Sancionada a lei que reforçará caixa dos estados e municípios em mais de R$ 60 bilhões. A distribuição Exata dos recursos para cada ente federativo será definida em até dez dias. @MinEconomia
2119,"H. Entrega de 145 máquinas: tratores, caminhões e retroescavadeiras para apoiar as cidades e promover desenvolvimento econômico na região Norte, novas moradias para famílias de baixa renda no Sul e outros. Confira mais ações do @mdregional_br nos estados e municípios esta semana: https://t.co/BSW6Oo7LcG"
2120,G. @Mapa_Brasil @TerezaCrisMS antecipou de forma inédita a liberação dos recursos do Fundo de Defesa da Economia Cafeeira (Funcafé). A liberação que só ocorreria em julho objetiva apoiar o setor neste momento de crise da covid-19; https://t.co/7llKvMJYAN
2121,"F. Aperfeiçoamento e expansão  das versões eletrônicas dos serviços oferecidos à população, como p CPF, carteira de trabalho e de motorista digital. Desburocratização e menos gastos ao pagador de impostos. Confira no portal https://t.co/fW7rbcng0O (trabalho do @MinEconomia ); https://t.co/zxsELLdr6C"
2122,"E. O @mdregional_br avança mais uma etapa no Projeto Juntos pelo Araguaia, como vem sendo divulgado desde o início do Governo em 2019. Nesta fase, iniciativa investe nas ações de revitalização da Bacia do Alto Rio Araguaia, nas divisa entre Goiás e Mato Grosso. @rogeriosmarinho"
2123,"D. Lançado nesta quinta, o Programa Floresta + destinando R$ 500 mi para ações de conservação e recuperação na região amazônica . A iniciativa oferece mais segurança e garantias ao mercado voluntário da área e fomenta a renda de quem atua na proteção à natureza. @mmeioambiente https://t.co/WpX7ldgusu"
2124,"C . Desde início de 2019, o @govbr tem investido pesado em atenção aos mais necessitados. Atualmente mais de 14 milhões de famílias recebem o bolsa-família, sendo que 95% destas receberam Auxílio Emergencial. Já foram pagos mais de R$ 71 bilhões. @MinCidadania @secomvc https://t.co/G85T012IO4"
2125,"A2. Os resultados dos estudos iniciais para avaliar a segurança da vacina ChAdOx1nCov-19 foram aceitáveis. @mctic @Astro_Pontes

B . @MEC_Comunicacao repassa mais R$375,6 mi para estados e municípios. Investimento para garantir alimentação escolar é de R$1,8 bi aos mais humildes."
2126,".DIVULGAÇÕES DIÁRIAS NAS REDES SOCIAIS DESDE O INÍCIO:

A1. O @govbr dá mais um passo em direção ao desenvolvimento de uma vacina contra a covid-19. Portaria da Anvisa autoriza a realização de testes clínicos de uma potencial vacina pela Universidade de Oxford. https://t.co/6CRM9Zhv6A"
2127,- Nota via @minsaude
2128,"5- Para evitar subnotificação e inconsistências, o @minsaude optou pela divulgação às 22h, o que permite passar por esse processo completo. A divulgação entre 17h e 19h, ainda havia risco subnotificação. Os fluxos estão sendo padronizados e adequados para a melhor precisão."
2129,"4- As rotinas e fluxos estão sendo adequados para garantir a melhor extração dos dados diários, o que implica em aguardar os relatórios estaduais e checagem de dados."
2130,"3- Ao acumular dados, além de não indicar que a maior parcela já não está com a doença, não retratam o momento do país. Outras ações estão em curso para melhorar a notificação dos casos e confirmação diagnóstica."
2131,"2- A divulgação dos dados de 24 horas permite acompanhar a realidade do país neste momento e definir estratégias adequadas para o atendimento a população. A curva de casos mostram as situações como as cenários mais críticos, as reversões de quadros e a necessidade para preparação"
2132,"1- O @minsaude adequou a divulgação dos dados sobre casos e mortes relacionados ao Covid-19.

Ao longo do enfrentamento da doença, a coleta de informações evoluiu com capacitação e serviços laboratoriais. As medidas, assim, permitem obter dados mais precisos sobre cada região."
2133,"- (PARTE 2) ""Todo o material que foi usado na CPMI da Fake News foi criado pela equipe dela.""
- Depoimentos dessa mesma deputada teria fundamentado inquérito no Supremo. https://t.co/xNHsakfjn6"
2134,"- (PARTE 1) ""Todo o material que foi usado na CPMI da Fake News foi criado pela equipe dela.""
- Depoimentos dessa mesma deputada teria fundamentado inquérito no Supremo. https://t.co/8VeaOztFZO"
2135,- 🇧🇷 https://t.co/7ZQlC76Q7D
2136,- 🇧🇷 https://t.co/8n7mtV4UkZ
2137,- 🇧🇷 https://t.co/ApmidS5IBS
2138,- 🇧🇷 https://t.co/4IQJhiOn2u
2139,- 🇧🇷 https://t.co/dmPe31yZKT
2140,- 🇧🇷 https://t.co/RQqqPGs6O3
2141,"- Somos o País que mais preserva o meio ambiente do mundo.
- Injustamente o mais atacado. https://t.co/yVDunNEqfY"
2142,"- TV espanhola analisa fita de reunião ministerial.

. Link no YouTube: https://t.co/j1rczPBACY https://t.co/l7MHOLGFOy"
2143,- Folha chama vândalos que promovem violência e queimam bandeira nacional de manifestantes. https://t.co/gzExjtc6ru
2144,Com @filgmartin
2145,- Nossos parabéns ao povo do Paraná pela nossa Bandeira. https://t.co/JLGYy3Szf4
2146,Live sobre assuntos da semana. Assista: https://t.co/Dzk8FQMZkX
2147,@AbrahamWeint BRASIL!
2148,@Ivanavanab 🇧🇷
2149,"13. O @govbr vetou a proposição de lei que repassava + R$ 8,6 bi a estados e municípios p/ não cometer crime de responsabilidade fiscal. Em 28 de maio, foi sancionada lei de envio de R$S 60 bi p/ o combate ao covid-19, além de créditos e ações do @minsaude . Ministro @jorgeofco"
2150,"11. 1.800 bolsas de pós graduação para programa de desenvolvimento da @CAPES_Oficial ;

12. R$ 1 bilhão investido na habilitação de 7.441 leitos de UTI em todo Brasil; @minsaude"
2151,"9.2. Nesta fase, os recursos foram destinados para mais de 30 municípios no RS, SC, RO e MS. O investimento permite a compra de caminhões, tratores, empilhadeiras e outros equipamentos. @secomvc 

10. 2.651 respiradores entregues a 22 estados; @minsaude @MInfraestrutura"
2152,"9.1. O Governo Federal libera mais recursos do Programa Lixão Zero para financiar projetos voltados para a melhoria da gestão de resíduos sólidos, implementar coleta seletiva de secos e orgânicos e aumentar os índices de reciclagem; @mmeioambiente @rsallesmma https://t.co/63mFpVhPiL"
2153,"8. O @minsaude liberou R$ 1,66 bilhão da 2a parcela do repasse de R$ 2,2 bilhões às Santas Casas e hospitais filantrópicos. Os investimentos beneficiam 1.6651 entidades filantrópicas que participam de forma complementar ao SUS e que prestam serviços à população; https://t.co/4MBEgrEy8V"
2154,"7. O Governo Federal faz parte de iniciativa internacional para compartilhar tecnologia, informação e acelerar desenvolvimento de vacinas, testes e tratamentos contra o coronavírus e outros. O “Acelerador de Vacinas”envolve 44 países. @mctic @Astro_Pontes"
2155,"6. O @ItamaratyGovBr , @ernestofaraujo , participou ontem de vídeo conferência com chanceleres da Austrália, Coreia do Sul, EUA, Índia e Israel, em mais um passo para planejamento econômico pós-pandemia; https://t.co/i9D7h7c9Q4"
2156,"4. 122 mil vagas em cursos de qualificação profissional a distância; @MEC_Comunicacao 

5- O @govbr alcançou 56% dos serviços públicos em canais digitais. Isso significa 146 milhões de horas de burocracia que foram eliminadas neste 1 ano e 5 meses de trabalho. @MinEconomia"
2157,"2. Esta semana, mais 410 moradias serão entregues para famílias de baixa renda no RS; @mdregional_br @rogeriosmarinho 

3. Desenvolvimento, no Instituto Tecnológico da Aeronáuica, de equipamento que identifica o coronavírus no ar; @fab_oficial"
2158,"MAIS AÇÕES DIÁRIAS DO Governo do Brasil DIVULGADAS NAS REDES SOCIAIS:

1 . Ontem foi concluída a pavimentação e recuperação de mais um trecho da BR-426/PB. Nova estrada que o @MInfraestrutura iniciou em 2019 e que foi entregue dentro do cronograma. https://t.co/Jj8PuJfBNh"
2159,"@tarcisiogdf @DNIToficial Um forte abraço e bom trabalho, Ministro!"
2160,"- Alvorada (04/06/2020)
. Colecionadores, Atiradores e Caçadores (CACs).

. Link no YouTube: https://t.co/B8uB5A9ZFd"
2161,"- Outrossim, como já declarado em inúmeras oportunidades, o Presidente Jair Bolsonaro é contrário a essa prática.

Min. Saúde Interino Eduardo Pazuello."
2162,"- O @minsaude está buscando identificar a autoria da minuta de portaria apócrifa sobre aborto que circulou hoje pela internet.

- O MS segue fielmente a legislação brasileira, bem como não apoia qualquer proposta que vise a legalização do aborto, caso que está afeto ao Congresso."
2163,"- Quem promove o caos, queima a bandeira nacional e usa da violência como uma forma de ""protestar"" é terrorista sim! Manifestante, contra ou a favor do governo, é outra coisa. https://t.co/t1bl24kvIl"
2164,"3.3- O @MInfraestrutura também assinou o contrato de prorrogação da ferrovia Malha Paulista, um investimento de R$ 6 bilhões, além de intensificar, junto ao @exercitooficial , as obras da Ferrovia de Integração Oeste-Leste."
2165,"3.2- A lista inclui 202,6 km de duplicação, pavimentação ou restauração em rodovias federais, a ampliação do Terminal de Contêineres do Porto de Salvador e as inaugurações nos aeroportos de Fortaleza (CE) e Navegantes (SC). @tarcisiogdf"
2166,"3.1- As obras executadas pelo @govbr não pararam durante a pandemia do coronavírus. Só nos últimos 90 dias, 21 obras de infraestrutura nos setores rodoviário, aeroviário, ferroviário e hidroviário foram entregues aos brasileiros. @MInfraestrutura https://t.co/LJunjdKgpB"
2167,"2.3- As informações de saúde circularão entre os profissionais envolvidos em cada caso, de forma segura e rastreável. O cidadão vai poder saber toda sua trajetória no SUS, como quais vacinas tomou, os atendimentos realizados, exames, medicamentos usados e internações. @secomvc"
2168,"2.2- A plataforma, instituída na portaria 1.434, publicada pelo @minsaude no DOU desta segunda (1º), permitirá aos sistemas de Prontuário Eletrônico de Saúde e aplicativos da pasta se conectarem e trocarem informações, em formato digital, de saúde e do SUS."
2169,"2.1- O programa Conecte SUS, que reúne todas as informações de saúde dos brasileiros em uma plataforma única, avança com a implantação da rede nacional de dados em saúde e a informatização dos atendimentos de atenção à saúde. https://t.co/Rs31RKAyLV"
2170,"1.2- Para acompanhar, basta acessar: https://t.co/LZHz3xsbg4. Quem encontrar irregularidades ou tiver alguma dúvida pode entrar em contato com a Ouvidoria da Controladoria-Geral da União (CGU) no portal https://t.co/apqR0wLadL."
2171,"1.1- O @MinEconomia vem simplificando os procedimentos de compras públicas na pandemia e facilitado o acesso público aos dados. Transparência para que qualquer cidadão conferia e fiscalize as compras realizadas desde fevereiro, quando começaram as medidas emergenciais. https://t.co/X16Vt3ndtG"
2172,"- Alvorada (03/06/2020).

. Link no YouTube: https://t.co/cuEplB4Dgv"
2173,"K. O @govbr já investiu R$ 1 bilhão em leitos exclusivos de UTI. 7441 foram habilitados entre abril e maio; @minsaude 

L.  23.497 mil brasileiros repatriados; @ItamaratyGovBr @ernestofaraujo"
2174,"J. @exercitooficial retoma produção de hidroxicloroquina. Foram mais de 1,25 milhão em menos de um mês. Os insumos provenientes da Índia, voltarão a ser fornecidos em junho."
2175,"H. Chegada de mais de 73,5 milhões de máscaras de três camadas e N95; @MInfraestrutura @tarcisiogdf 

 I. Atendimento de saúde garantido  a indígenas  de 6.000 aldeias em todo país; @DHumanosBrasil @DamaresAlves"
2176,G. Publicada Medida Provisória que institui o Programa Emergencial de Acesso a Crédito para pequenas e médias empresas. A União está autorizada a aumentar em até R$ 20 bilhões no Fundo Garantidor para investimentos do @bndes .
2177,F. 500 famílias do Maranhão são beneficiadas com instalação de novas cisternas de água; @mdregional_br @rogeriosmarinho
2178,"C. Sanção da lei que desburocratiza e agiliza importação de produtos de combate ao covid-19;

D. R$ 1,8 bilhão investidos em compras de insumos de saúde para o enfrentamento do vírus; @minsaude 

E. R$ 500 milhões empenhados pelo @MTurismo para financiar empresas do setor;"
2179,"Divulgações diárias nas redes sociais (final de maio / início de junho)

A. Deflagrada 2a fase de investigações de desvios nos estados;

B. 108 milhões de pagamentos da 1a e 2a parcelas do auxílio de R$600 realizados. 58,6 milhões de brasileiros alcançados; @MinCidadania"
2180,"- Povo armado legalmente jamais será ultrajado, roubado ou escravizado.
- Acredito em Deus, no Brasil e na maioria do seu povo. https://t.co/BhjT340CMU"
2181,"Os verdadeiros ANTIFASCISTAS

- Tenente Carlos Santiago de Amorim, ex-Combatente na Segunda Guerra Mundial.

- Aos LEGÍTIMOS heróis na luta pela liberdade contra o nazifascismo, a nossa continência e eterna gratidão! https://t.co/BPNnmm7Nb8"
2182,"7- O @govbr publicou decreto que zera a alíquota de IOF para empresas distribuidoras de energia elétrica. Fato garante que evite repasse das variações nos valores dos consumidores, como as bandeiras nas contas de luz do brasileiro. @Minas_Energia https://t.co/EeCMr2HMla"
2183,"6- O RN acaba de receber quase três toneladas de EPIs, enviados pelo @minsaude para o enfrentamento da covid-19 no Estado. São 358 caixas, com peso total de 2.940kg. Essa é mais uma confirmação das ações do governo federal junto de estados. @fabiofaria5555 @MInfraestrutura https://t.co/qOsjoXZ4C5"
2184,"5- Brasil exportará castanha de baru para a Coreia do Sul. Seu crescente comércio virou fonte de renda para pequenos agricultores de Goiás e Tocantins, especialmente. O consumo mundial de castanhas e nozes tem crescido 6% ao ano. @Mapa_Brasil @TerezaCrisMS @MajorVitorHugo https://t.co/pSvoRHbgIF"
2185,4- O @mmeioambiente investe R$ 12 milhões para ajudar o Estado de Rondônia a encerrar TODOS os lixões. Será o primeiro Estado LixãoZero da Amazônia e estudos e desenvolvimento para outras regiões. Mais de 320 mil brasileiros atendidos! @rsallesmma https://t.co/ftePeV8HIb
2186,"3- O @mdregional_br concluiu as obras de funcionalidade ao Eixo Norte do Rio São Francisco, permitindo que as águas do Velho Chico abasteçam o CE ainda durante o mês de junho. Além do Ceará, o Eixo Norte tem como objetivo levar água ao RN e à PB. @rogeriosmarinho https://t.co/mbpgsYpQyY"
2187,"2- A média diária de exames p/ detecção da Covid-19 dos Laboratórios Centrais de Saúde Pública passou de 1.689 em março p/ 7.624 em maio. Crescimento de 451% no total de testes realizados/dia. Dedicação de profissionais, permitindo que os setores funcionem 24h/dia, 7 dias/semana. https://t.co/dFYjeEhcAb"
2188,"1- O Brasil acaba de entrar no seleto grupo de nações que abrigam lançamentos de foguetes privados, como os da SpaceX. Após décadas, inicia-se nova fase de desenvolvimento, garantindo bilhões de reais ao país e região de Alcântara /MA. @mctic @Astro_Pontes @BolsonaroSP https://t.co/1xRMtFGfPh"
2189,@MTurismo @secomvc @govbr @Marceloalvaroan 👍🏻
2190,@AiltonBenedito 🇧🇷
2191,Mais detalhes: @tvbrasilgov @JusticaGovBR @AmendoncaMJSP https://t.co/re5GkcsJB7
2192,"- Em clara medida de intimidação o movimento hacktivista ""Anonymous Brasil"" divulgou, em conta do Twitter, dados do Presidente da República e familiares.

- Medidas legais estão em andamento, para que tais crimes, não passem impunes."
2193,"- Conversei, na tarde de hoje, com o Presidente @realDonaldTrump , a quem agradeci o envio de 1.000 respiradores, sendo que 50 serão cedidos ao Paraguai.

- Também conversamos sobre o  G-7 expandido, o qual o Brasil deverá integrar, bem como questões do aço brasileiro."
2194,"- LIBERDADE DE EXPRESSÃO:

. Link no YouTube: https://t.co/YSEvPCO3ej https://t.co/1xBL9Wn9Si"
2195,"RT @ernestofaraujo: Cooperação Brasil-EUA no combate ao Covid-19 continua avançando. Chegaram hoje ao Brasil 2 milhões de doses de hidroxicloroquina doadas pelos EUA. Colaboraremos com os EUA na pesquisa clínica da hidroxicloroquina e no desenvolvimento de uma vacina.
🇧🇷🇺🇸 https://t.co/sClOc2AhWL"
2196,". 1744 leitos de UTI habilitados para o coronavírus;
. 93.801.637 de EPIs enviados aos estados;
. 15 mil respiradores adquiridos e consertados;
. R$ 417,7 bilhões investidos no combate direto ao vírus (ESTADOS E MUNICÍPIOS).

- O BRASIL NÃO PODE PARAR!"
2197,"- Conforme divulgação diária nos órgãos do @govbr , seguem mais alguns pontos até aqui:

. 11,4 milhões de medicamentos distribuídos;
. 14 mil novos médicos;
. 10, 6 milhões de testes enviados aos estados;
. Impostos zerados sobre os insumos do covid-19; @minsaude / @MinEconomia"
2198,"Democracia: liberdade entre entre os poderes, sempre respeitando a Constituição e as leis. https://t.co/SvgKOmhxBu"
2199,"5- Na manhã de sábado, o @MInfraestrutura liberou ➕ 32km de pavimentação na BR-230/PA (Transamazônica). A obra inclui a pavimentação de 101,9km. 90km estão concluídos. Já foram iniciados os trabalhos nos 12km restantes. O final da obra está previsto para novembro deste ano. https://t.co/UYCAdrRfDO"
2200,"4- Construção de ponte sobre o rio Parnaíba, na BR-235/PI, entre Santa Filomenae Alto Parnaíba, está em ritmo acelerado. Ligação entre o PI e o MA, o empreendimento é anseio de moradores e produtores. O investimento tem mais de 60% de execução e deve ser entregue em dezembro. https://t.co/SQ8ePwFZ01"
2201,"3- As entregas de obras do @govbr não param! Mais 15 km de restauração e manutenção da BR-262/MS foram liberados ao tráfego. Somente em 2020, foram executados 30,29 km de serviços. O objetivo é completar os 25 km restantes em junho. https://t.co/hhMPAw6Ueo"
2202,"2- Já são 74km duplicados na BR-116/RS, que interliga as principais regiões gaúchas e é a principal via de acesso ao Porto do RS. O Governo Federal, via 1• Batalhão Ferroviário do @exercito_oficial , vai cumprir o compromisso de entregar toda a extensão de 211km até ano que vem. https://t.co/Z0ZCrq2TJz"
2203,"1-Mais uma entrega: liberados mais 43,8 km de rodovia pavimentada na BR-432/RR, que também foram realizadas obras de drenagem, pavimentação e sinalização. A previsão do @minfraestrutura é pavimentar outros trechos até maio de 2021, somando novos 32 km a serem abertos ao tráfego. https://t.co/HKdlW7THQL"
2204,@ernestofaraujo 🇧🇷👍🏻
2205,- Estarei onde o povo estiver. https://t.co/iJJ4ASKOW7
2206,"L. Entrega de kit Alimentação a 30 mil famílias de alunos do Programa Forças no Esporte; @DefesaGovBr 

M. 4.576 cestas básicas distribuídas em aldeia indígenas no momento em que os meios de sustento encontram-se escassos; @DHumanosBrasil"
2207,"J. Antecipação da Garantia-Safra para mais de 120 mil famílias de 149 municípios; @Mapa_Brasil 

K. Mais de R$ 8,1 milhões para desenvolvimento de obras de saneamento em nove estados. Investimentos já chegam a R$ 30,1 milhões; @mdregional_br"
2208,"H. 61 mil pessoas beneficiadas com o Programa Arrecadação Solidária. R$ 3,6 milhões arrecadados;

I. R$ 220,7 milhões em crédito emergencial dos fundos constitucionais já contratados por empreendedores do Norte e Nordeste;"
2209,"G1. Criação do PRONAMPE para fortalecimento dos pequenos negócios. Até R$15,9 bilhões em linha de crédito especial. Detalhes: @MinEconomia 

G2. R$ 2,8 bilhões ja aprovados em linhas de crédito emergencial do @bndes . Até agora 7,7 mil empresas socorridas;"
2210,"D. Bandeira Verde na tarifa de energia até dezembro de 2020;

E. Pescadores artesanais podem solicitar o auxílio emergencial mesmo recebendo seguro-defeso; @MinCidadania 

F. Início do Pagamento da segunda-parcela do 13 para aposentados e pensionistas do INSS; @MinEconomia"
2211,"B. Apesar da responsabilidade diante do trabalhador na pandemia ser dos estados e municípios, o @govbr desenvolve programa preservando até então mais de 8,1 milhões de empregos no país;

C. Quarta parcela do auxílio emergencial confirmada; @secomvc"
2212,"MAIS AÇÕES DO GOVERNO DO BRASIL desenvolvidas na terceira semana de maio. (Parte 3)

A. 5,8% do PIB em esforço fiscal disponíveis para o combate ao covid-19. Proporcionalmente um dos maiores investimentos dos países emergentes no mundo;"
2213,https://t.co/WRf5vXQxo6
2214,https://t.co/6q9HEbq2h3
2215,"- Independentemente dos ataques que o @govbr vem sofrendo, seguimos trabalhando! Seguem mais detalhes dos últimos dias: @DHumanosBrasil @DamaresAlves @MinCidadania @onyxlorenzoni @Mapa_Brasil @TerezaCrisMS @mdregional_br @rogeriosmarinho @MinEconomia https://t.co/cuhmBQ2Pch"
2216,"25- Independentemente dos ataques que o @govbr vem sofrendo diariamente, seguimos trabalhando.

26- Sempre, para mais informações, sigam os Ministérios do Executivo Federal e os demais órgãos que o compõem a estrutura."
2217,"23- Sete toneladas de produtos serão entregues a 154 mil famílias em mais de três mil comunidades indígenas devido as restrições de comércio e obtenção de renda destas pessoas; @DHumanosBrasil 

24- Prorrogação do prazo do para formalização das inscrições no FIES até 30 de junho;"
2218,"22- Lançamento de mais uma plataforma virtual, economizando tempo e recursos ao brasileiro. https://t.co/z1Te0mwhfl para celular; @MinEconomia"
2219,"20- Orientações a consumidores para negociações de contratos de transporte escolar; @MEC_Comunicacao 

21- Consultas ao Pagamento da Garantia-Safra podem ser feitas pela internet; @Mapa_Brasil"
2220,"17- Populações ribeirinhas do Pará e Amazonas recebem auxílio @Caixa por meio de agências-barco;

18- Suspensão do pagamento de até quatro parcelas do FIES durante a pandemia;

19- Prorrogação de Bolsas de mestrado e doutorado da Capes por 3 meses; @MEC_Comunicacao"
2221,"14- Abertura de prazo até 4 de junho para contratação de mais profissionais de saúde em hospitais universitários; @MEC_Comunicacao 

15- Mais de 23 mil brasileiros repatriados; @ItamaratyGovBr 

16- SISU começa a oferecer vagas em cursos de ensino superior a distância;"
2222,"11- R$ 2 bilhões liberados para hospitais filantrópicos;

12 Mais de 300 mil kits de higiene com 1,5 milhão de produtos de limpeza e higiene, montados e distribuídos pela Forças Armadas; @DefesaGovBr 

13- atingidas 2,2 mil agências da @Caixa abertas aos sábados;"
2223,"8- 1.738 leitos exclusivos para covid-19 em Hospitais Universitários; @MEC_Comunicacao 

9- Inauguração e Ala Indígena no Hospital de Manaus; @minsaude 

10- Construção de centro hospitalar na Fiocruz para tratar casos graves de covid-19; @minsaude"
